ResponseId,PlatformWantToWorkWith,WebframeWantToWorkWith
554,Google Cloud,ASP.NET CORE;Blazor;Htmx
554,Microsoft Azure,ASP.NET CORE;Blazor;Htmx
557,Cloudflare,Astro;Express;Node.js;React;Solid.js;Svelte
557,Fly.io,Astro;Express;Node.js;React;Solid.js;Svelte
557,Netlify,Astro;Express;Node.js;React;Solid.js;Svelte
557,Render,Astro;Express;Node.js;React;Solid.js;Svelte
562,Alibaba Cloud,Django;Node.js;React;Vue.js
562,Firebase,Django;Node.js;React;Vue.js
565,Google Cloud,ASP.NET CORE;Blazor
565,Managed Hosting,ASP.NET CORE;Blazor
565,VMware,ASP.NET CORE;Blazor
567,Microsoft Azure,Angular;ASP.NET;ASP.NET CORE
570,Microsoft Azure,Vue.js
571,Amazon Web Services (AWS),Next.js;Node.js;React;Remix;Spring Boot
571,Digital Ocean,Next.js;Node.js;React;Remix;Spring Boot
571,Netlify,Next.js;Node.js;React;Remix;Spring Boot
573,Microsoft Azure,ASP.NET;ASP.NET CORE;Blazor
574,OVH,Django;WordPress
577,Hetzner,jQuery;Vue.js;WordPress
577,Managed Hosting,jQuery;Vue.js;WordPress
580,Amazon Web Services (AWS),Svelte
585,Amazon Web Services (AWS),Angular;Spring Boot
588,Amazon Web Services (AWS),Spring Boot
588,Google Cloud,Spring Boot
588,OpenStack,Spring Boot
588,VMware,Spring Boot
589,Amazon Web Services (AWS),jQuery;WordPress
589,Cloudflare,jQuery;WordPress
589,Microsoft Azure,jQuery;WordPress
591,Amazon Web Services (AWS),Express;Node.js;Spring Boot
591,Digital Ocean,Express;Node.js;Spring Boot
591,Google Cloud,Express;Node.js;Spring Boot
591,OpenShift,Express;Node.js;Spring Boot
591,Oracle Cloud Infrastructure (OCI),Express;Node.js;Spring Boot
591,VMware,Express;Node.js;Spring Boot
593,Microsoft Azure,Angular;ASP.NET;ASP.NET CORE;Blazor
595,Cloudflare,Htmx;Ruby on Rails
595,Fly.io,Htmx;Ruby on Rails
595,Google Cloud,Htmx;Ruby on Rails
595,Netlify,Htmx;Ruby on Rails
601,Amazon Web Services (AWS),Angular;Django;Express;FastAPI;Fastify;Laravel;Next.js;Node.js;React;Vue.js;WordPress
601,Google Cloud,Angular;Django;Express;FastAPI;Fastify;Laravel;Next.js;Node.js;React;Vue.js;WordPress
601,Netlify,Angular;Django;Express;FastAPI;Fastify;Laravel;Next.js;Node.js;React;Vue.js;WordPress
601,Vercel,Angular;Django;Express;FastAPI;Fastify;Laravel;Next.js;Node.js;React;Vue.js;WordPress
601,VMware,Angular;Django;Express;FastAPI;Fastify;Laravel;Next.js;Node.js;React;Vue.js;WordPress
603,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;Next.js;React
604,Amazon Web Services (AWS),Spring Boot
604,Microsoft Azure,Spring Boot
607,Amazon Web Services (AWS),FastAPI;Flask
607,Digital Ocean,FastAPI;Flask
607,Fly.io,FastAPI;Flask
607,Google Cloud,FastAPI;Flask
607,"Linode, now Akamai",FastAPI;Flask
607,Microsoft Azure,FastAPI;Flask
607,OpenStack,FastAPI;Flask
607,Oracle Cloud Infrastructure (OCI),FastAPI;Flask
607,VMware,FastAPI;Flask
608,Cloudflare,Astro;Nuxt.js;Symfony;Vue.js
608,Digital Ocean,Astro;Nuxt.js;Symfony;Vue.js
609,Amazon Web Services (AWS),Node.js
609,Digital Ocean,Node.js
609,Google Cloud,Node.js
609,Microsoft Azure,Node.js
613,Amazon Web Services (AWS),FastAPI;Next.js;Node.js;Nuxt.js;Ruby on Rails;Vue.js
613,Cloudflare,FastAPI;Next.js;Node.js;Nuxt.js;Ruby on Rails;Vue.js
613,Google Cloud,FastAPI;Next.js;Node.js;Nuxt.js;Ruby on Rails;Vue.js
613,Microsoft Azure,FastAPI;Next.js;Node.js;Nuxt.js;Ruby on Rails;Vue.js
613,Netlify,FastAPI;Next.js;Node.js;Nuxt.js;Ruby on Rails;Vue.js
613,Vercel,FastAPI;Next.js;Node.js;Nuxt.js;Ruby on Rails;Vue.js
614,Amazon Web Services (AWS),Angular;jQuery;NestJS;Next.js;Node.js;React;WordPress
614,Firebase,Angular;jQuery;NestJS;Next.js;Node.js;React;WordPress
614,Netlify,Angular;jQuery;NestJS;Next.js;Node.js;React;WordPress
619,Microsoft Azure,ASP.NET CORE
620,Firebase,React
620,Google Cloud,React
621,Amazon Web Services (AWS),React
621,Digital Ocean,React
624,Managed Hosting,Vue.js
624,OpenShift,Vue.js
624,OpenStack,Vue.js
632,Amazon Web Services (AWS),Angular
632,Cloudflare,Angular
632,Hetzner,Angular
632,OpenShift,Angular
641,Amazon Web Services (AWS),ASP.NET CORE;Blazor
641,Google Cloud,ASP.NET CORE;Blazor
641,Microsoft Azure,ASP.NET CORE;Blazor
642,Microsoft Azure,Angular;AngularJS;ASP.NET CORE;Node.js
643,Microsoft Azure,React
645,Amazon Web Services (AWS),ASP.NET CORE;React
645,Microsoft Azure,ASP.NET CORE;React
647,Amazon Web Services (AWS),Express;Laravel;Vue.js
650,Microsoft Azure,ASP.NET CORE;React
651,Amazon Web Services (AWS),Express;NestJS;Next.js;Node.js;React
654,Amazon Web Services (AWS),Django;FastAPI;React;Vue.js
655,Microsoft Azure,Blazor
657,Microsoft Azure,ASP.NET CORE;Blazor
663,Amazon Web Services (AWS),Htmx;jQuery;Laravel;Node.js
663,Cloudflare,Htmx;jQuery;Laravel;Node.js
663,Digital Ocean,Htmx;jQuery;Laravel;Node.js
663,Microsoft Azure,Htmx;jQuery;Laravel;Node.js
663,VMware,Htmx;jQuery;Laravel;Node.js
666,Digital Ocean,Astro;Deno;Django;NestJS;Next.js;Node.js;React
666,Vercel,Astro;Deno;Django;NestJS;Next.js;Node.js;React
666,Vultr,Astro;Deno;Django;NestJS;Next.js;Node.js;React
670,Digital Ocean,Flask;Vue.js
672,Microsoft Azure,Angular;ASP.NET;ASP.NET CORE;NestJS
674,Amazon Web Services (AWS),Htmx;jQuery;Laravel;Next.js;Vue.js
674,Databricks,Htmx;jQuery;Laravel;Next.js;Vue.js
674,Digital Ocean,Htmx;jQuery;Laravel;Next.js;Vue.js
674,Google Cloud,Htmx;jQuery;Laravel;Next.js;Vue.js
674,Heroku,Htmx;jQuery;Laravel;Next.js;Vue.js
674,Hetzner,Htmx;jQuery;Laravel;Next.js;Vue.js
674,Microsoft Azure,Htmx;jQuery;Laravel;Next.js;Vue.js
674,Netlify,Htmx;jQuery;Laravel;Next.js;Vue.js
674,Vercel,Htmx;jQuery;Laravel;Next.js;Vue.js
675,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;Node.js
675,Digital Ocean,ASP.NET;ASP.NET CORE;Node.js
675,Microsoft Azure,ASP.NET;ASP.NET CORE;Node.js
687,Cloudflare,Express;Next.js;Node.js
687,Firebase,Express;Next.js;Node.js
687,Google Cloud,Express;Next.js;Node.js
688,Cloudflare,ASP.NET CORE;Astro;Deno;Django;Laravel;Svelte
688,Hetzner,ASP.NET CORE;Astro;Deno;Django;Laravel;Svelte
688,Supabase,ASP.NET CORE;Astro;Deno;Django;Laravel;Svelte
690,Amazon Web Services (AWS),Django
690,Fly.io,Django
690,Hetzner,Django
691,Amazon Web Services (AWS),Spring Boot
692,OVH,Fastify;Htmx;Node.js;Svelte
695,Microsoft Azure,Angular;ASP.NET CORE;Blazor;Svelte;Vue.js
698,Amazon Web Services (AWS),Angular;AngularJS;Deno;Express;Next.js;Node.js;React;Ruby on Rails;Spring Boot;Vue.js
698,Cloudflare,Angular;AngularJS;Deno;Express;Next.js;Node.js;React;Ruby on Rails;Spring Boot;Vue.js
698,Google Cloud,Angular;AngularJS;Deno;Express;Next.js;Node.js;React;Ruby on Rails;Spring Boot;Vue.js
698,"Linode, now Akamai",Angular;AngularJS;Deno;Express;Next.js;Node.js;React;Ruby on Rails;Spring Boot;Vue.js
698,Microsoft Azure,Angular;AngularJS;Deno;Express;Next.js;Node.js;React;Ruby on Rails;Spring Boot;Vue.js
698,VMware,Angular;AngularJS;Deno;Express;Next.js;Node.js;React;Ruby on Rails;Spring Boot;Vue.js
699,Amazon Web Services (AWS),Express;NestJS;Node.js;React
699,Render,Express;NestJS;Node.js;React
700,Heroku,Ruby on Rails
701,Amazon Web Services (AWS),NestJS;Next.js;Node.js;React;Svelte
701,Vercel,NestJS;Next.js;Node.js;React;Svelte
704,Cloudflare,Blazor;Elm;Phoenix;Ruby on Rails;Svelte
704,Fly.io,Blazor;Elm;Phoenix;Ruby on Rails;Svelte
704,Netlify,Blazor;Elm;Phoenix;Ruby on Rails;Svelte
704,Render,Blazor;Elm;Phoenix;Ruby on Rails;Svelte
704,Vercel,Blazor;Elm;Phoenix;Ruby on Rails;Svelte
705,Amazon Web Services (AWS),jQuery
705,Firebase,jQuery
705,Google Cloud,jQuery
709,Amazon Web Services (AWS),Django;FastAPI;Flask
709,Heroku,Django;FastAPI;Flask
709,Microsoft Azure,Django;FastAPI;Flask
715,Databricks,React
715,Microsoft Azure,React
723,Amazon Web Services (AWS),Astro;Deno;Gatsby;Laravel;Next.js;Node.js;React
723,Cloudflare,Astro;Deno;Gatsby;Laravel;Next.js;Node.js;React
723,Digital Ocean,Astro;Deno;Gatsby;Laravel;Next.js;Node.js;React
723,Google Cloud,Astro;Deno;Gatsby;Laravel;Next.js;Node.js;React
723,Microsoft Azure,Astro;Deno;Gatsby;Laravel;Next.js;Node.js;React
723,Netlify,Astro;Deno;Gatsby;Laravel;Next.js;Node.js;React
723,OVH,Astro;Deno;Gatsby;Laravel;Next.js;Node.js;React
723,Render,Astro;Deno;Gatsby;Laravel;Next.js;Node.js;React
723,Supabase,Astro;Deno;Gatsby;Laravel;Next.js;Node.js;React
723,Vercel,Astro;Deno;Gatsby;Laravel;Next.js;Node.js;React
727,Amazon Web Services (AWS),React
728,Colocation,ASP.NET CORE
728,Fly.io,ASP.NET CORE
729,Amazon Web Services (AWS),jQuery;React;Symfony;WordPress
729,Google Cloud,jQuery;React;Symfony;WordPress
731,Firebase,Flask;Node.js;React
731,Google Cloud,Flask;Node.js;React
731,Netlify,Flask;Node.js;React
735,Firebase,Node.js;React
735,Google Cloud,Node.js;React
735,Microsoft Azure,Node.js;React
738,Microsoft Azure,Django;Express;NestJS;Next.js;Node.js;React
738,Netlify,Django;Express;NestJS;Next.js;Node.js;React
741,Microsoft Azure,Blazor
744,Cloudflare,ASP.NET CORE
744,Firebase,ASP.NET CORE
744,Microsoft Azure,ASP.NET CORE
745,Amazon Web Services (AWS),React;Solid.js
745,Fly.io,React;Solid.js
745,Hetzner,React;Solid.js
745,Scaleway,React;Solid.js
760,Digital Ocean,Django;Htmx;Spring Boot
760,Netlify,Django;Htmx;Spring Boot
763,Cloudflare,Angular;ASP.NET;Deno;Express;Node.js
763,Microsoft Azure,Angular;ASP.NET;Deno;Express;Node.js
763,Oracle Cloud Infrastructure (OCI),Angular;ASP.NET;Deno;Express;Node.js
767,Amazon Web Services (AWS),Django;Express;Node.js;React
767,Cloudflare,Django;Express;Node.js;React
767,Colocation,Django;Express;Node.js;React
767,Google Cloud,Django;Express;Node.js;React
767,Microsoft Azure,Django;Express;Node.js;React
770,Microsoft Azure,ASP.NET CORE;Fastify;Node.js;React
772,Amazon Web Services (AWS),Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Strapi;Svelte
772,Cloudflare,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Strapi;Svelte
772,Digital Ocean,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Strapi;Svelte
772,Firebase,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Strapi;Svelte
772,Google Cloud,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Strapi;Svelte
772,Managed Hosting,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Strapi;Svelte
772,Microsoft Azure,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Strapi;Svelte
772,OVH,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Strapi;Svelte
772,VMware,Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery;Strapi;Svelte
773,Amazon Web Services (AWS),Node.js;React
779,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;React;Vue.js
779,Microsoft Azure,ASP.NET;ASP.NET CORE;React;Vue.js
780,Fly.io,ASP.NET CORE;Vue.js
782,Amazon Web Services (AWS),Deno;Node.js
782,Microsoft Azure,Deno;Node.js
788,Amazon Web Services (AWS),Deno;Express;Laravel;Next.js;Node.js;React;Spring Boot;Symfony
790,Cloudflare,Django;Htmx
790,Digital Ocean,Django;Htmx
790,"Linode, now Akamai",Django;Htmx
791,VMware,WordPress
797,Amazon Web Services (AWS),Django;FastAPI;Flask;React
797,Firebase,Django;FastAPI;Flask;React
808,Cloudflare,Express;Fastify;Node.js;React;Vue.js
808,Digital Ocean,Express;Fastify;Node.js;React;Vue.js
808,Supabase,Express;Fastify;Node.js;React;Vue.js
811,Microsoft Azure,Angular;AngularJS;ASP.NET;ASP.NET CORE;Node.js;Vue.js
813,Amazon Web Services (AWS),Spring Boot
813,Firebase,Spring Boot
813,Google Cloud,Spring Boot
814,Amazon Web Services (AWS),Astro;Deno;Fastify;Htmx;Node.js;Nuxt.js;Solid.js;Strapi;Svelte;Vue.js;WordPress
814,Firebase,Astro;Deno;Fastify;Htmx;Node.js;Nuxt.js;Solid.js;Strapi;Svelte;Vue.js;WordPress
814,Hetzner,Astro;Deno;Fastify;Htmx;Node.js;Nuxt.js;Solid.js;Strapi;Svelte;Vue.js;WordPress
814,Netlify,Astro;Deno;Fastify;Htmx;Node.js;Nuxt.js;Solid.js;Strapi;Svelte;Vue.js;WordPress
814,Supabase,Astro;Deno;Fastify;Htmx;Node.js;Nuxt.js;Solid.js;Strapi;Svelte;Vue.js;WordPress
816,Cloudflare,Blazor;jQuery;Laravel
816,Hetzner,Blazor;jQuery;Laravel
820,Cloudflare,ASP.NET CORE
824,Databricks,ASP.NET CORE;Vue.js
824,Google Cloud,ASP.NET CORE;Vue.js
824,Microsoft Azure,ASP.NET CORE;Vue.js
825,Amazon Web Services (AWS),Next.js;Node.js;Nuxt.js;React;Ruby on Rails
825,Cloudflare,Next.js;Node.js;Nuxt.js;React;Ruby on Rails
825,Firebase,Next.js;Node.js;Nuxt.js;React;Ruby on Rails
825,Vercel,Next.js;Node.js;Nuxt.js;React;Ruby on Rails
826,Amazon Web Services (AWS),Deno;Fastify;Htmx;Next.js;React;Remix;Ruby on Rails
827,Amazon Web Services (AWS),Django;Express;FastAPI;Flask;Next.js;Node.js;React
827,Google Cloud,Django;Express;FastAPI;Flask;Next.js;Node.js;React
827,Microsoft Azure,Django;Express;FastAPI;Flask;Next.js;Node.js;React
829,Google Cloud,Spring Boot
829,Microsoft Azure,Spring Boot
832,Amazon Web Services (AWS),Angular;AngularJS;Express;NestJS;Node.js;React
834,Amazon Web Services (AWS),Django;Flask;Node.js
834,Microsoft Azure,Django;Flask;Node.js
844,Microsoft Azure,React
848,OVH,Symfony;Vue.js
849,Databricks,Angular;ASP.NET CORE
849,Microsoft Azure,Angular;ASP.NET CORE
852,Cloudflare,jQuery;Node.js
852,VMware,jQuery;Node.js
857,Microsoft Azure,Angular;ASP.NET CORE;Blazor;jQuery
859,Microsoft Azure,ASP.NET;ASP.NET CORE;Blazor;React
859,Supabase,ASP.NET;ASP.NET CORE;Blazor;React
861,Amazon Web Services (AWS),Phoenix;React;Ruby on Rails
861,Cloudflare,Phoenix;React;Ruby on Rails
862,Amazon Web Services (AWS),Express;Next.js;Node.js;React
862,Supabase,Express;Next.js;Node.js;React
870,Cloudflare,jQuery;Laravel;WordPress
874,Hetzner,Spring Boot
874,Microsoft Azure,Spring Boot
880,Microsoft Azure,ASP.NET CORE;Blazor
883,Vercel,Node.js
884,Microsoft Azure,Express;Node.js;Nuxt.js;Vue.js
887,Amazon Web Services (AWS),Next.js;Node.js;React;Remix
888,Amazon Web Services (AWS),CodeIgniter;Vue.js
888,Firebase,CodeIgniter;Vue.js
891,Amazon Web Services (AWS),Express;jQuery;Node.js;Nuxt.js;Symfony;Vue.js
891,OVH,Express;jQuery;Node.js;Nuxt.js;Symfony;Vue.js
901,Amazon Web Services (AWS),ASP.NET CORE;Express;Fastify;NestJS;Next.js;React
901,Cloudflare,ASP.NET CORE;Express;Fastify;NestJS;Next.js;React
901,Google Cloud,ASP.NET CORE;Express;Fastify;NestJS;Next.js;React
901,Heroku,ASP.NET CORE;Express;Fastify;NestJS;Next.js;React
902,Amazon Web Services (AWS),Angular;Express;Node.js;React;Spring Boot
902,Cloudflare,Angular;Express;Node.js;React;Spring Boot
902,Google Cloud,Angular;Express;Node.js;React;Spring Boot
902,Microsoft Azure,Angular;Express;Node.js;React;Spring Boot
907,Amazon Web Services (AWS),Node.js;Phoenix;Ruby on Rails
907,Render,Node.js;Phoenix;Ruby on Rails
909,Amazon Web Services (AWS),Express;Fastify;NestJS;Next.js;Node.js;React
909,Digital Ocean,Express;Fastify;NestJS;Next.js;Node.js;React
909,Firebase,Express;Fastify;NestJS;Next.js;Node.js;React
909,Render,Express;Fastify;NestJS;Next.js;Node.js;React
913,Netlify,Next.js;Node.js;React;Remix
913,VMware,Next.js;Node.js;React;Remix
916,Cloudflare,Vue.js
916,Google Cloud,Vue.js
916,Hetzner,Vue.js
919,Amazon Web Services (AWS),FastAPI;jQuery;Ruby on Rails;WordPress
919,Cloudflare,FastAPI;jQuery;Ruby on Rails;WordPress
919,PythonAnywhere,FastAPI;jQuery;Ruby on Rails;WordPress
924,Amazon Web Services (AWS),Django;Htmx;React;Spring Boot;Vue.js
924,Fly.io,Django;Htmx;React;Spring Boot;Vue.js
924,Microsoft Azure,Django;Htmx;React;Spring Boot;Vue.js
926,Microsoft Azure,Angular;Spring Boot
928,Google Cloud,AngularJS;Django;FastAPI;Flask;jQuery
928,Heroku,AngularJS;Django;FastAPI;Flask;jQuery
928,PythonAnywhere,AngularJS;Django;FastAPI;Flask;jQuery
932,Amazon Web Services (AWS),Django
935,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE
935,Oracle Cloud Infrastructure (OCI),ASP.NET;ASP.NET CORE
938,Amazon Web Services (AWS),Django;FastAPI;Htmx;Svelte
938,Netlify,Django;FastAPI;Htmx;Svelte
938,Supabase,Django;FastAPI;Htmx;Svelte
944,Amazon Web Services (AWS),Django;FastAPI;Laravel;NestJS;Next.js;Spring Boot;Symfony
946,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;Blazor
946,Cloudflare,ASP.NET;ASP.NET CORE;Blazor
946,Google Cloud,ASP.NET;ASP.NET CORE;Blazor
946,Managed Hosting,ASP.NET;ASP.NET CORE;Blazor
946,Microsoft Azure,ASP.NET;ASP.NET CORE;Blazor
948,Amazon Web Services (AWS),Next.js;Node.js;React;Remix
948,Digital Ocean,Next.js;Node.js;React;Remix
948,Firebase,Next.js;Node.js;React;Remix
948,Google Cloud,Next.js;Node.js;React;Remix
948,Microsoft Azure,Next.js;Node.js;React;Remix
948,Netlify,Next.js;Node.js;React;Remix
948,Vercel,Next.js;Node.js;React;Remix
953,Amazon Web Services (AWS),Django;FastAPI;Flask;Htmx;Spring Boot
953,Firebase,Django;FastAPI;Flask;Htmx;Spring Boot
954,Amazon Web Services (AWS),Deno;Next.js;Node.js;React;Remix;Strapi;Svelte
954,Cloudflare,Deno;Next.js;Node.js;React;Remix;Strapi;Svelte
954,Digital Ocean,Deno;Next.js;Node.js;React;Remix;Strapi;Svelte
954,Google Cloud,Deno;Next.js;Node.js;React;Remix;Strapi;Svelte
954,Render,Deno;Next.js;Node.js;React;Remix;Strapi;Svelte
954,Supabase,Deno;Next.js;Node.js;React;Remix;Strapi;Svelte
954,Vercel,Deno;Next.js;Node.js;React;Remix;Strapi;Svelte
957,Google Cloud,Node.js;Vue.js
957,Microsoft Azure,Node.js;Vue.js
958,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;jQuery;Node.js;Nuxt.js;Strapi;Vue.js
958,Cloudflare,ASP.NET;ASP.NET CORE;jQuery;Node.js;Nuxt.js;Strapi;Vue.js
958,Microsoft Azure,ASP.NET;ASP.NET CORE;jQuery;Node.js;Nuxt.js;Strapi;Vue.js
960,Cloudflare,Angular;Express;NestJS;Node.js
960,Google Cloud,Angular;Express;NestJS;Node.js
961,Managed Hosting,WordPress
964,Microsoft Azure,ASP.NET CORE;Blazor;React;Remix;Svelte
965,Firebase,Node.js;React;Svelte
965,Supabase,Node.js;React;Svelte
965,VMware,Node.js;React;Svelte
978,Microsoft Azure,ASP.NET CORE;Next.js;Node.js;React
982,Amazon Web Services (AWS),Ruby on Rails
982,Heroku,Ruby on Rails
988,Cloudflare,Node.js;React;WordPress
988,Google Cloud,Node.js;React;WordPress
988,Microsoft Azure,Node.js;React;WordPress
989,Amazon Web Services (AWS),Django;FastAPI;Flask;React
989,Google Cloud,Django;FastAPI;Flask;React
989,IBM Cloud Or Watson,Django;FastAPI;Flask;React
989,Microsoft Azure,Django;FastAPI;Flask;React
991,Amazon Web Services (AWS),Django;jQuery;Svelte
991,Microsoft Azure,Django;jQuery;Svelte
991,Vercel,Django;jQuery;Svelte
1001,Digital Ocean,Laravel
1001,Firebase,Laravel
1001,Heroku,Laravel
1003,Amazon Web Services (AWS),React
1004,Amazon Web Services (AWS),Deno;Express;Next.js;Node.js;React;Remix
1004,Cloudflare,Deno;Express;Next.js;Node.js;React;Remix
1004,Fly.io,Deno;Express;Next.js;Node.js;React;Remix
1004,Hetzner,Deno;Express;Next.js;Node.js;React;Remix
1004,Supabase,Deno;Express;Next.js;Node.js;React;Remix
1004,Vercel,Deno;Express;Next.js;Node.js;React;Remix
1010,Microsoft Azure,ASP.NET CORE;Blazor
1018,Hetzner,Htmx
1019,Amazon Web Services (AWS),ASP.NET;ASP.NET CORE;Django;Flask;Node.js
1019,Cloudflare,ASP.NET;ASP.NET CORE;Django;Flask;Node.js
1019,Digital Ocean,ASP.NET;ASP.NET CORE;Django;Flask;Node.js
1019,Microsoft Azure,ASP.NET;ASP.NET CORE;Django;Flask;Node.js
1019,PythonAnywhere,ASP.NET;ASP.NET CORE;Django;Flask;Node.js
1020,Amazon Web Services (AWS),AngularJS;Ruby on Rails
1020,Cloudflare,AngularJS;Ruby on Rails
1021,Microsoft Azure,ASP.NET CORE;Blazor
1025,Amazon Web Services (AWS),Deno;Express;Next.js;Node.js;React;Svelte
1026,Amazon Web Services (AWS),Angular;Express;Fastify;NestJS;Node.js;React
1026,Firebase,Angular;Express;Fastify;NestJS;Node.js;React
1026,Google Cloud,Angular;Express;Fastify;NestJS;Node.js;React
1026,Microsoft Azure,Angular;Express;Fastify;NestJS;Node.js;React
1029,Amazon Web Services (AWS),Django;FastAPI
1029,Cloudflare,Django;FastAPI
1029,Digital Ocean,Django;FastAPI
1030,Microsoft Azure,ASP.NET;ASP.NET CORE;jQuery
1030,VMware,ASP.NET;ASP.NET CORE;jQuery
1032,Amazon Web Services (AWS),Spring Boot;Svelte
1032,Digital Ocean,Spring Boot;Svelte
1033,Digital Ocean,Flask;jQuery;Node.js
1033,Microsoft Azure,Flask;jQuery;Node.js
1034,Amazon Web Services (AWS),Django;Next.js;Node.js;React;Svelte
1034,Google Cloud,Django;Next.js;Node.js;React;Svelte
1034,Microsoft Azure,Django;Next.js;Node.js;React;Svelte
1035,Amazon Web Services (AWS),Django;Flask
1039,Amazon Web Services (AWS),Flask
1041,Amazon Web Services (AWS),Angular;Next.js;Node.js;React;Symfony
1041,Cloudflare,Angular;Next.js;Node.js;React;Symfony
1041,Firebase,Angular;Next.js;Node.js;React;Symfony
1041,Google Cloud,Angular;Next.js;Node.js;React;Symfony
1042,Cloudflare,Django;Node.js;React;Spring Boot
1042,Google Cloud,Django;Node.js;React;Spring Boot
1042,Microsoft Azure,Django;Node.js;React;Spring Boot
1044,Amazon Web Services (AWS),Express;NestJS;Node.js;React
1044,Firebase,Express;NestJS;Node.js;React
1044,Google Cloud,Express;NestJS;Node.js;React
1052,"Linode, now Akamai",ASP.NET CORE;FastAPI;Node.js;React
1052,Microsoft Azure,ASP.NET CORE;FastAPI;Node.js;React
1053,Microsoft Azure,Angular;Spring Boot
1054,Google Cloud,Node.js;Ruby on Rails
1054,Netlify,Node.js;Ruby on Rails
1062,Cloudflare,React
1062,Google Cloud,React
1064,Google Cloud,Django;Flask
1065,Firebase,Node.js
1065,Google Cloud,Node.js
1070,Amazon Web Services (AWS),Spring Boot
1070,Cloudflare,Spring Boot
1071,Managed Hosting,React;Svelte
1072,Amazon Web Services (AWS),Node.js
1072,Google Cloud,Node.js
1072,Microsoft Azure,Node.js
1073,Amazon Web Services (AWS),Laravel;Nuxt.js;Vue.js
1073,Managed Hosting,Laravel;Nuxt.js;Vue.js
1073,Netlify,Laravel;Nuxt.js;Vue.js
1075,Amazon Web Services (AWS),ASP.NET CORE
1075,Cloudflare,ASP.NET CORE
1075,Google Cloud,ASP.NET CORE
1075,Microsoft Azure,ASP.NET CORE
1080,Amazon Web Services (AWS),Astro;Next.js;Node.js;React
1080,Vercel,Astro;Next.js;Node.js;React
1083,Amazon Web Services (AWS),FastAPI;Flask
1083,OpenShift,FastAPI;Flask
1084,Microsoft Azure,React
1087,Amazon Web Services (AWS),Django;Ruby on Rails;Vue.js
1087,Digital Ocean,Django;Ruby on Rails;Vue.js
1087,Google Cloud,Django;Ruby on Rails;Vue.js
1087,"Linode, now Akamai",Django;Ruby on Rails;Vue.js
1091,Amazon Web Services (AWS),ASP.NET;Node.js;Vue.js
1092,Digital Ocean,Angular;AngularJS;Drupal;Laravel;React;Symfony;WordPress
1092,Firebase,Angular;AngularJS;Drupal;Laravel;React;Symfony;WordPress
1092,Managed Hosting,Angular;AngularJS;Drupal;Laravel;React;Symfony;WordPress
1092,Microsoft Azure,Angular;AngularJS;Drupal;Laravel;React;Symfony;WordPress
1093,Supabase,Deno;Express;Fastify;Next.js;Node.js;Phoenix;React
1093,Vercel,Deno;Express;Fastify;Next.js;Node.js;Phoenix;React
1095,Amazon Web Services (AWS),Spring Boot
1096,Amazon Web Services (AWS),Angular;NestJS;Node.js
1101,Google Cloud,Django
1109,Amazon Web Services (AWS),FastAPI
1109,Microsoft Azure,FastAPI
1111,Hetzner,Svelte
1113,Amazon Web Services (AWS),Angular;NestJS;Node.js;WordPress
1113,Google Cloud,Angular;NestJS;Node.js;WordPress
1113,Microsoft Azure,Angular;NestJS;Node.js;WordPress
