ResponseId,Country,EdLevel,Age,Employment_status
862,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
870,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
874,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
880,Thailand,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
883,Switzerland,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
884,Serbia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
887,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Freelancer
888,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
891,Portugal,Some college/university study without earning a degree,35-44 years old,Freelancer/Full-time Employment
901,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
902,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
907,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
909,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
913,Israel,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
916,Hungary,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
919,United States of America,Something else,65 years or older,Freelancer
924,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Freelancer
926,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
928,Russian Federation,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
932,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
935,Spain,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
938,United States of America,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
944,Bangladesh,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
946,Croatia,Some college/university study without earning a degree,45-54 years old,Freelancer/Full-time Employment
948,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
953,Canada,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
954,Indonesia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
957,Denmark,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
958,France,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
960,Netherlands,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
961,South Africa,Some college/university study without earning a degree,25-34 years old,Freelancer/Full-time Employment
964,Netherlands,Some college/university study without earning a degree,25-34 years old,Full-time Employment
965,Japan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
978,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
982,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
988,United States of America,Some college/university study without earning a degree,25-34 years old,Full-time Employment
989,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
991,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Retired
1001,Saudi Arabia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
1003,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
1004,United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
1010,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
1018,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Part-time Employment
1019,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer/Full-time Employment
1020,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Freelancer
1021,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1025,United States of America,Primary/elementary school,35-44 years old,Full-time Employment
1026,United States of America,Some college/university study without earning a degree,35-44 years old,Full-time Employment
1029,Philippines,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1030,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
1032,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1033,Brazil,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
1034,Poland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
1035,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Full-time Employment
1039,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1041,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer/Full-time Employment
1042,France,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Part-time Employment
1044,Pakistan,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1052,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
1053,Czech Republic,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
1054,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
1062,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1064,Switzerland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",45-54 years old,Freelancer
1065,United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
1070,United Kingdom of Great Britain and Northern Ireland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,Full-time Employment
1071,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Freelancer/Full-time Employment
1072,Russian Federation,Some college/university study without earning a degree,45-54 years old,Full-time Employment
1073,Germany,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Freelancer
1075,United States of America,Some college/university study without earning a degree,35-44 years old,Full-time Employment
1080,Czech Republic,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
1083,Slovakia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
1084,Switzerland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1087,Israel,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",Prefer not to say,Part-time Employment
1091,Israel,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Part-time Employment
1092,El Salvador,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
1093,Hungary,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1095,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1096,Ukraine,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
1101,Italy,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",35-44 years old,Full-time Employment
1109,Netherlands,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Student
1111,Turkey,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Freelancer
1113,Ukraine,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
1115,Switzerland,Something else,18-24 years old,Full-time Employment
1116,Israel,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
1118,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
1121,Latvia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Full-time Student
1123,Argentina,Some college/university study without earning a degree,35-44 years old,Freelancer
1124,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1125,United Kingdom of Great Britain and Northern Ireland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
1126,India,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1128,Peru,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
1129,United States of America,Some college/university study without earning a degree,25-34 years old,Full-time Employment
1134,France,Something else,35-44 years old,Freelancer
1135,Germany,Some college/university study without earning a degree,25-34 years old,Full-time Employment
1140,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,45-54 years old,Freelancer
1141,Poland,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
1142,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Freelancer/Full-time Employment
1145,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1148,Italy,Some college/university study without earning a degree,45-54 years old,Freelancer/Full-time Employment
1151,Brazil,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Full-time Employment
1152,United States of America,Some college/university study without earning a degree,35-44 years old,Full-time Employment
1157,Algeria,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
1159,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18-24 years old,Part-time Employment
1164,Sweden,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35-44 years old,Freelancer
1168,Italy,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer/Full-time Employment
1171,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
1172,"Venezuela, Bolivarian Republic of...","Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
1176,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Freelancer
1177,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
1178,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",55-64 years old,Full-time Employment
1179,United States of America,Some college/university study without earning a degree,18-24 years old,Freelancer
1180,United States of America,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,Full-time Employment
1181,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",55-64 years old,Freelancer
1182,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
1185,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1194,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1207,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",45-54 years old,Full-time Employment
1212,Malaysia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
1214,Finland,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1216,United States of America,"Associate degree (A.A., A.S., etc.)",25-34 years old,Full-time Employment
1219,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
1220,United States of America,Some college/university study without earning a degree,55-64 years old,Full-time Employment
1222,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
1223,United States of America,Some college/university study without earning a degree,18-24 years old,Full-time Employment
1224,Zimbabwe,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
1225,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1227,Greece,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
1228,Georgia,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",18-24 years old,Full-time Employment
1231,Brazil,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer
1232,Belgium,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,Full-time Employment
1235,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1238,Canada,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
1240,Slovakia,"Master's degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,Freelancer
1244,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",55-64 years old,Freelancer
1249,Mexico,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Freelancer/Full-time Employment
1250,United States of America,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",25-34 years old,Full-time Employment
1251,Czech Republic,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer
1252,Belgium,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Freelancer
1259,Bulgaria,"Bachelor's degree (B.A., B.S., B.Eng., etc.)",35-44 years old,Full-time Employment
